duracionTurnoSegundos,cantidadMotivosPersonales,cantidadMotivosMateriales,cantidadMotivosHerramienta,tiempoTotalMotivosPersonales,tiempoTotalMotivosMateriales,tiempoTotalMotivosHerramienta,usuario
88.25,0,0,0,0,0,0,Ing Ricardo
