duracionTurnoSegundos,cantidadMotivosPersonales,cantidadMotivosMateriales,cantidadMotivosHerramienta,tiempoTotalMotivosPersonales,tiempoTotalMotivosMateriales,tiempoTotalMotivosHerramienta,usuario
82.01,0,0,0,0,0,0,Ing Ricardo
