duracionTurnoSegundos,cantidadMotivosPersonales,cantidadMotivosMateriales,cantidadMotivosHerramienta,tiempoTotalMotivosPersonales,tiempoTotalMotivosMateriales,tiempoTotalMotivosHerramienta,usuario
81.72,0,0,0,0,0,0,Ing Ricardo
