duracionTurnoSegundos,cantidadMotivosPersonales,cantidadMotivosMateriales,cantidadMotivosHerramienta,tiempoTotalMotivosPersonales,tiempoTotalMotivosMateriales,tiempoTotalMotivosHerramienta,usuario
79.90,0,0,0,0,0,0,Ing Ricardo
