fecha,magnitudVibracion,corriente,tiempo,operador,estadoMaquina
25/11/2025,1.63,3.63,50.58,Ing Ricardo,En uso
25/11/2025,1.68,3.95,51.30,Ing Ricardo,En uso
25/11/2025,1.69,4.18,51.71,Ing Ricardo,En uso
25/11/2025,1.55,4.37,52.11,Ing Ricardo,En uso
25/11/2025,1.53,4.53,52.53,Ing Ricardo,En uso
25/11/2025,1.59,4.68,52.98,Ing Ricardo,En uso
25/11/2025,1.69,4.8,53.49,Ing Ricardo,En uso
25/11/2025,1.69,4.91,54.37,Ing Ricardo,En uso
25/11/2025,1.7,4.99,54.69,Ing Ricardo,En uso
25/11/2025,1.61,5.07,55.09,Ing Ricardo,En uso
25/11/2025,1.55,5,55.60,Ing Ricardo,En uso
25/11/2025,1.57,4.96,56.01,Ing Ricardo,En uso
25/11/2025,1.72,4.93,56.63,Ing Ricardo,En uso
25/11/2025,1.62,4.91,57.03,Ing Ricardo,En uso
25/11/2025,1.52,4.79,57.75,Ing Ricardo,En uso
25/11/2025,1.54,4.56,58.47,Ing Ricardo,En uso
25/11/2025,1.58,4.29,58.77,Ing Ricardo,En uso
25/11/2025,1.66,4.1,59.19,Ing Ricardo,En uso
25/11/2025,1.65,3.96,59.59,Ing Ricardo,En uso
25/11/2025,1.68,3.76,60.11,Ing Ricardo,En uso
25/11/2025,1.58,3.42,60.51,Ing Ricardo,En uso
25/11/2025,1.57,2.67,61.03,Ing Ricardo,En uso
25/11/2025,1.7,2.14,61.54,Ing Ricardo,En uso
25/11/2025,1.6,1.74,62.05,Ing Ricardo,En uso
25/11/2025,1.55,1.84,62.66,Ing Ricardo,En uso
25/11/2025,1.45,1.94,63.18,Ing Ricardo,En reposo
25/11/2025,1.54,2.08,63.69,Ing Ricardo,En uso
25/11/2025,1.59,2.19,64.10,Ing Ricardo,En uso
25/11/2025,1.7,2.27,64.61,Ing Ricardo,En uso
25/11/2025,1.67,2.33,65.33,Ing Ricardo,En uso
25/11/2025,1.63,2.39,65.85,Ing Ricardo,En uso
25/11/2025,1.52,2.44,66.35,Ing Ricardo,En uso
25/11/2025,1.59,2.49,66.56,Ing Ricardo,En uso
25/11/2025,1.75,2.53,67.07,Ing Ricardo,En uso
25/11/2025,1.64,2.55,67.68,Ing Ricardo,En uso
25/11/2025,1.6,2.59,68.08,Ing Ricardo,En uso
25/11/2025,1.5,2.88,68.60,Ing Ricardo,En uso
25/11/2025,1.55,3.36,69.15,Ing Ricardo,En uso
25/11/2025,1.62,3.7,69.73,Ing Ricardo,En uso
25/11/2025,1.68,3.93,70.25,Ing Ricardo,En uso
25/11/2025,1.62,4.11,71.17,Ing Ricardo,En uso
25/11/2025,1.6,4.23,71.18,Ing Ricardo,En uso
25/11/2025,1.53,4.32,71.68,Ing Ricardo,En uso
25/11/2025,1.59,4.37,72.19,Ing Ricardo,En uso
25/11/2025,1.68,4.21,72.70,Ing Ricardo,En reposo
25/11/2025,1.65,4.02,73.31,Ing Ricardo,En reposo
25/11/2025,1.5,3.88,73.72,Ing Ricardo,En reposo
25/11/2025,1.49,3.8,74.13,Ing Ricardo,En reposo
25/11/2025,1.61,3.74,74.76,Ing Ricardo,En reposo
25/11/2025,1.72,3.7,75.16,Ing Ricardo,En reposo
25/11/2025,1.85,3.67,75.67,Ing Ricardo,En uso
25/11/2025,1.75,3.65,76.08,Ing Ricardo,En uso
25/11/2025,1.79,3.63,76.70,Ing Ricardo,En uso
25/11/2025,1.68,3.63,77.01,Ing Ricardo,En uso
25/11/2025,1.65,3.64,77.61,Ing Ricardo,En uso
25/11/2025,1.7,3.64,78.23,Ing Ricardo,En uso
25/11/2025,1.56,3.44,78.74,Ing Ricardo,En uso
25/11/2025,1.68,2.77,79.10,Ing Ricardo,En uso
25/11/2025,1.58,2.31,79.66,Ing Ricardo,En uso
25/11/2025,1.64,2.01,80.17,Ing Ricardo,En uso
25/11/2025,1.54,1.74,80.79,Ing Ricardo,En uso
25/11/2025,1.61,1.54,81.10,Ing Ricardo,En uso
25/11/2025,1.56,1.38,81.51,Ing Ricardo,En uso
25/11/2025,1.62,1.27,82.02,Ing Ricardo,En reposo
